	embryo2_1	embryo2_1	embryo2_2	embryo2_2	embryo2_3	embryo2_3	embryo2_4	embryo2_4	embryo2_5	embryo2_5	embryo2_6	embryo2_6	embryo2_7	embryo2_7	embryo2_8	embryo2_8	embryo2_9	embryo2_9	embryo2_10	embryo2_10	embryo4_1	embryo4_1	embryo4_1	embryo4_1	embryo4_2	embryo4_2	embryo4_2	embryo4_2	embryo4_3	embryo4_3	embryo4_3	embryo4_3	embryo4_4	embryo4_4	embryo4_4	embryo4_4	embryo4_5	embryo4_5	embryo4_5	embryo4_5
ENSMUSG00000031756	2218240.0	1479740.0	1303820.0	2073900.0	2212000.0	1683600.0	2526350.0	1796750.0	2550350.0	2383040.0	2683580.0	2770800.0	1997540.0	2308340.0	2352870.0	2494920.0	2493690.0	1664470.0	2220420.0	2648250.0	2922500.0	2169970.0	2514150.0	3169300.0	3022430.0	2646890.0	3785050.0	2759570.0	2539490.0	2721100.0	2613330.0	2694810.0	3416350.0	2521600.0	2310100.0	2089790.0	3505490.0	2809770.0	3805550.0	2108370.0
ENSMUSG00000031758	0.0	5367.1	0.0	0.0	0.0	0.0	0.0	74810.7	0.0	1319.6	77697.2	327.7	0.0	323.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	563.0	13054.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000031762	14053500.0	11822500.0	8896720.0	11264600.0	11978000.0	11717600.0	9316210.0	8022580.0	13889400.0	11770100.0	13239400.0	11232900.0	7570680.0	11289000.0	14397400.0	11903200.0	17224000.0	8243360.0	9817080.0	20023300.0	20322900.0	15510500.0	18186400.0	17862600.0	17404700.0	20054900.0	18185000.0	16129600.0	22504900.0	24543200.0	22925500.0	21210800.0	20526700.0	22539800.0	21525900.0	14902000.0	25320200.0	20898600.0	24644800.0	17116700.0
ENSMUSG00000031765	21359400.0	17777500.0	9390220.0	11135800.0	19417200.0	17023300.0	13016500.0	13268100.0	20428100.0	18070800.0	21826100.0	16070300.0	11004000.0	17449300.0	22185900.0	18838600.0	21331000.0	12052700.0	14341500.0	29545200.0	31090600.0	24212300.0	26486900.0	27085100.0	26148700.0	29331900.0	28322300.0	23797300.0	29821400.0	33680200.0	28868300.0	29466100.0	29140200.0	35214000.0	32094100.0	25012700.0	34674200.0	26216600.0	31664600.0	25590500.0
ENSMUSG00000031767	1196330.0	629088.0	96628.3	526294.0	445525.0	400699.0	157318.0	388571.0	31568.2	172576.0	267672.0	1322790.0	3281.4	1594870.0	36436.6	0.0	2168130.0	871818.0	38809.2	554704.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74106.4	0.0	8222.1	0.0	0.0	0.0	0.0	9410.3	0.0	0.0	682702.0
ENSMUSG00000031770	0.0	0.0	0.0	0.0	12173.7	0.0	2106.8	408113.0	0.0	2726.1	31760.6	9410.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88511.6	62661.9	6236.4	661220.0	0.0	13338.3	3245.4	0.0	18443.6	3594.2	0.0	54625.3	0.0	0.0	0.0	0.0	0.0	31877.8	15644.5	0.0
ENSMUSG00000031774	2813810.0	2500370.0	1237220.0	2494700.0	2825100.0	2645370.0	2204940.0	1698740.0	2305900.0	2428180.0	625203.0	1024520.0	1862880.0	1884750.0	2114330.0	2304870.0	1298100.0	1619000.0	2807330.0	3827440.0	1992670.0	2240280.0	1332780.0	2493840.0	1645760.0	2263190.0	3690320.0	2258530.0	1154330.0	1008210.0	2160100.0	1304450.0	1381890.0	1249870.0	1516620.0	795120.0	2182190.0	968965.0	379143.0	1010860.0
ENSMUSG00000031775	8720.8	0.0	41656.0	0.0	12582.6	30312.7	0.0	43799.3	0.0	12682.1	24721.1	0.0	4214.0	0.0	4885.1	0.0	0.0	0.0	0.0	0.0	11004.6	13897.7	3137.4	442633.0	0.0	23621.4	277390.0	5310.4	7120.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2695.1	0.0	0.0
ENSMUSG00000031776	305370.0	478643.0	94266.1	15119.8	61461.7	281708.0	101262.0	19276.1	370656.0	236980.0	0.0	0.0	1285.1	32616.1	12984.4	306087.0	339927.0	537985.0	31466.4	393037.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3335.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3313.6	0.0	0.0	0.0
ENSMUSG00000031781	1775940.0	9454910.0	5311130.0	4248800.0	6274810.0	8294020.0	5468400.0	5615140.0	7259620.0	6974370.0	6108160.0	1139560.0	4492780.0	8143420.0	9547270.0	10692700.0	89693.2	970417.0	5428960.0	3196130.0	4831910.0	3647050.0	10521200.0	5199180.0	7245450.0	614178.0	5430710.0	8220620.0	7350090.0	786538.0	267036.0	4817150.0	3381390.0	3117660.0	575195.0	3487420.0	307806.0	11882900.0	7383750.0	4473840.0
ENSMUSG00000031782	488813.0	53483.3	397435.0	2006.8	570133.0	296005.0	104401.0	2215.7	141412.0	315637.0	366319.0	12202.7	529743.0	764732.0	0.0	11371.8	251895.0	416140.0	135202.0	218656.0	487599.0	98044.3	1973990.0	1517170.0	2293470.0	1356700.0	569436.0	2132420.0	58257.4	0.0	31458.4	328103.0	184825.0	3482590.0	13451.3	3689520.0	0.0	373232.0	3381.9	1672800.0
ENSMUSG00000031783	1591040.0	1610640.0	834741.0	1332950.0	1353790.0	1040190.0	1437550.0	1320220.0	1312420.0	1349290.0	1568590.0	1718800.0	1297410.0	1850410.0	1571110.0	1459830.0	2180020.0	1208390.0	1413600.0	2087340.0	1731340.0	1337990.0	1738290.0	1616090.0	1418300.0	1708770.0	1521040.0	1607200.0	1620330.0	1705010.0	1518150.0	1008520.0	2321200.0	1591990.0	1929460.0	1609850.0	1995620.0	1754690.0	1711930.0	1036830.0
ENSMUSG00000031786	30184.6	4327.9	1037.9	1287.8	0.0	0.0	111875.0	0.0	33477.3	3481.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54316.4	4736.3	1758.1	6041.2	94587.1	1938.1	154847.0	4230.0	0.0	0.0	0.0	0.0	157609.0	0.0	0.0	0.0	0.0	147104.0	206368.0	6571.2	57135.4
ENSMUSG00000031787	47923.9	72885.4	54279.9	0.0	193213.0	4233.4	3902.2	87876.8	175597.0	158528.0	3822.1	15719.3	278705.0	0.0	0.0	0.0	194233.0	13099.6	2564.2	88304.8	86551.2	54132.0	421712.0	71708.6	221804.0	27486.7	196839.0	7276.6	313957.0	522087.0	108224.0	23166.9	2986.0	50800.2	3173.4	77593.6	51348.6	235527.0	97931.5	674932.0
ENSMUSG00000031788	315190.0	47196.3	30109.6	126707.0	229321.0	55654.1	29829.1	80977.4	413187.0	52591.8	182193.0	209786.0	188283.0	16464.5	9950.3	11287.4	72839.9	252005.0	11952.7	456174.0	524336.0	419183.0	453753.0	466190.0	161813.0	524794.0	510267.0	665777.0	103975.0	1048390.0	64349.1	94585.3	324608.0	901806.0	829579.0	887066.0	85725.0	201427.0	9048.8	627204.0
ENSMUSG00000031789	37445.6	42953.4	152556.0	0.0	0.0	744.8	155402.0	0.0	0.0	867.4	73319.5	0.0	0.0	0.0	0.0	207996.0	913.6	204592.0	0.0	1146.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13643.7	0.0	0.0	968.5
ENSMUSG00000031791	210271.0	1575.0	127594.0	31553.4	1911.0	98965.7	0.0	146203.0	103253.0	201914.0	2778.5	0.0	1094.8	0.0	0.0	0.0	49871.9	1220.8	764312.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10776.6	0.0	0.0	0.0	189784.0	77562.9	2206.8	0.0	0.0	0.0	0.0
ENSMUSG00000031792	762933.0	560025.0	829411.0	349556.0	459323.0	98606.6	837763.0	263665.0	421745.0	1323120.0	646637.0	93284.6	992245.0	45887.3	536924.0	4416.4	181921.0	257830.0	1663640.0	9653.9	201446.0	189680.0	182062.0	18801.1	973102.0	259605.0	937184.0	675266.0	18722.7	103189.0	1200290.0	6451.5	9990.0	7977.2	650965.0	2938.2	82605.2	36691.4	1207800.0	978584.0
ENSMUSG00000031796	1033590.0	952216.0	541512.0	86560.1	713323.0	721959.0	1448860.0	1301820.0	685433.0	844419.0	2289650.0	1308830.0	1935780.0	2195170.0	1771080.0	2377930.0	2618230.0	1585600.0	2200860.0	2202980.0	1540990.0	1189810.0	1270600.0	1707980.0	783549.0	1202700.0	2292040.0	1944620.0	146471.0	2103550.0	2783150.0	1437390.0	1384630.0	1590490.0	805806.0	1737050.0	1036170.0	2945730.0	1941770.0	1381480.0
ENSMUSG00000031799	162737.0	186692.0	15305.4	0.0	6010.7	0.0	51197.9	10626.4	0.0	0.8	0.0	0.0	222845.0	0.0	0.0	1.6	0.0	3359.5	0.0	0.0	765082.0	465959.0	390333.0	994335.0	8278.0	395058.0	1143730.0	26876.6	0.0	0.0	48336.0	0.0	1676260.0	431228.0	2711.8	447942.0	601759.0	4777040.0	1739120.0	884717.0
ENSMUSG00000031807	0.0	204341.0	14464.8	0.0	0.0	31938.5	1234.9	0.0	50578.4	175684.0	0.0	0.0	18322.5	8788.5	0.0	1424.4	0.0	0.0	41162.3	14512.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38510.3	730252.0	680254.0	11811.5	467517.0	0.0	0.0	0.0	0.0	21344.3	846729.0	0.0
ENSMUSG00000031808	295251.0	3134.3	40876.9	40021.5	40710.8	313132.0	8788.6	10953.1	5862.5	9348.5	0.0	0.0	0.0	0.0	40043.2	1720.4	9267.1	1249.1	50092.6	201312.0	171476.0	306302.0	280057.0	924779.0	118711.0	1137670.0	522692.0	155390.0	12108.6	2457.3	29156.0	25124.4	445910.0	5344.2	113859.0	231161.0	157029.0	256176.0	28053.5	505700.0
ENSMUSG00000031813	0.0	57687.5	41442.2	201600.0	27331.8	873379.0	0.0	291923.0	21090.0	62463.5	40705.8	0.0	0.0	297189.0	0.0	0.0	0.0	0.0	45225.1	96914.5	1071610.0	539312.0	1561970.0	1016320.0	616167.0	1273410.0	1215790.0	800467.0	18344.0	372403.0	1902040.0	0.0	8108.9	219021.0	566801.0	562749.0	750594.0	1578300.0	196826.0	383134.0
ENSMUSG00000031820	0.0	2760.5	10004.2	111694.0	0.0	135114.0	479645.0	60107.6	273329.0	182276.0	94646.7	564974.0	27875.8	0.0	719975.0	386779.0	3717.2	309351.0	1121080.0	4570.5	127111.0	159904.0	672933.0	977519.0	37412.0	57825.8	343857.0	365864.0	8971.7	400871.0	0.0	85585.2	162353.0	387136.0	631904.0	231721.0	149722.0	148912.0	470108.0	99827.3
ENSMUSG00000031827	346780.0	173588.0	103658.0	35254.2	65721.0	317577.0	287239.0	134278.0	237320.0	68210.7	267697.0	3452.3	20828.2	19461.2	0.0	9714.9	34216.2	9424.1	0.0	0.0	157324.0	70752.6	84308.5	488644.0	0.0	309606.0	150212.0	94405.3	0.0	258433.0	17955.4	133812.0	0.0	87408.9	36225.7	3966.0	0.0	15981.9	267783.0	0.0
ENSMUSG00000031831	40933.6	278802.0	388956.0	167685.0	135413.0	61256.3	47939.3	61709.5	217602.0	140185.0	0.1	0.0	9809.2	2488.6	138707.0	25835.5	3749.0	80387.5	109364.0	331679.0	706828.0	17071.6	43809.8	339856.0	380761.0	150134.0	261814.0	58321.1	288511.0	0.0	45839.3	50897.8	365276.0	35787.9	97538.8	537949.0	510562.0	410755.0	637261.0	444222.0
ENSMUSG00000031832	158676.0	763055.0	80420.3	242778.0	860451.0	431108.0	178759.0	0.0	22637.2	793505.0	50841.2	119237.0	7178.4	1761.2	35198.1	40111.7	0.0	7210.4	220387.0	7223.3	91884.7	220519.0	295623.0	161619.0	194463.0	1628390.0	2580400.0	1593150.0	615137.0	180278.0	230315.0	444614.0	60124.5	221704.0	11115.2	489232.0	163711.0	800968.0	337658.0	697435.0
ENSMUSG00000031833	10250.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	167301.0	1629.6	2514.8	426083.0	0.0	0.0	0.0	0.0	0.0	0.0	40004.4	0.0	46050.0	143721.0	64923.1	275138.0	19280.5	22268.3	2840.9	175304.0	0.0	17186.2	0.0	0.0	4872.1	46810.7	209341.0	122016.0	38228.6	185265.0	16544.4	25167.6
ENSMUSG00000031834	1980.3	24121.6	0.0	1287.4	11525.4	1397.3	10664.4	0.0	0.0	18617.4	0.0	0.0	97360.6	3225.4	0.0	219390.0	0.0	0.0	1133.7	2592.2	0.0	1540.7	1760.0	1723.2	398246.0	138271.0	16578.2	1347350.0	105302.0	25963.3	10958.4	849954.0	136929.0	2400.2	0.0	496710.0	15731.6	23975.9	2103.7	605651.0
ENSMUSG00000031835	90117.2	66516.0	508287.0	11603.2	547055.0	300888.0	242494.0	223689.0	417762.0	205672.0	279826.0	284572.0	292374.0	76116.6	348088.0	667608.0	132660.0	187446.0	238346.0	351878.0	62437.5	321347.0	198834.0	194394.0	237505.0	139981.0	134461.0	121193.0	112349.0	157692.0	344989.0	240789.0	205810.0	87718.3	82341.6	260614.0	24919.0	363645.0	15134.6	423424.0
ENSMUSG00000031837	251246.0	0.0	44155.9	457045.0	361919.0	3962.0	574155.0	0.0	0.0	0.0	685665.0	0.0	484696.0	727197.0	0.0	0.0	0.0	0.0	0.0	221801.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4165.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5906.2	0.0
ENSMUSG00000031838	104040.0	39430.9	254637.0	536153.0	118816.0	470301.0	684226.0	38320.2	292772.0	90891.4	0.0	47660.3	10208.3	0.0	168103.0	45083.4	0.0	161904.0	0.0	91800.8	493888.0	707728.0	687429.0	770766.0	545776.0	613469.0	983501.0	685131.0	8315.4	251656.0	513855.0	7522.8	837098.0	425586.0	1660040.0	890509.0	336173.0	0.0	0.0	6653.8
ENSMUSG00000031839	1183890.0	1053360.0	700131.0	1750800.0	1707750.0	1179260.0	2069590.0	1435480.0	1988300.0	1142070.0	2157320.0	2999410.0	1288760.0	2755260.0	3342100.0	2796300.0	3324410.0	1809200.0	1517060.0	2952160.0	1398040.0	1963710.0	2864960.0	1797250.0	2424730.0	2521030.0	2564940.0	2519790.0	1779010.0	1783100.0	3090050.0	2269050.0	3286140.0	3888840.0	3201060.0	3086570.0	2670890.0	2381680.0	3339680.0	1652270.0
ENSMUSG00000031840	0.0	0.0	4392.4	5383.7	11840.8	0.0	0.0	106687.0	0.0	217113.0	297483.0	353878.0	183515.0	0.0	3940.8	0.0	35241.1	0.0	294155.0	0.0	376111.0	735771.0	4854.4	53867.4	101397.0	103838.0	47906.5	1002990.0	32978.1	16568.1	5462.1	1488780.0	9566.3	44174.9	681618.0	65225.5	1183780.0	664214.0	114140.0	0.0
ENSMUSG00000031841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53385.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1333.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18687.5	0.0
ENSMUSG00000031843	6085510.0	5333730.0	3599420.0	4735880.0	5763250.0	4595910.0	5257830.0	5217900.0	5538590.0	5455050.0	7705580.0	6292170.0	3734670.0	5925490.0	7357920.0	6107920.0	7616150.0	3810310.0	4259590.0	8547660.0	5754930.0	4387430.0	5145050.0	4597930.0	3878780.0	4662030.0	4690540.0	4405010.0	5763400.0	6661610.0	6025230.0	4501440.0	5381840.0	4629640.0	6357970.0	4296200.0	5534730.0	4639150.0	4796590.0	5487240.0
ENSMUSG00000031844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82325.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	749295.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6526.3	328948.0	440545.0	149653.0	361135.0	0.0	0.0	0.0	6607.2	292301.0	366520.0	0.0
ENSMUSG00000031847	0.0	0.0	3270.4	0.0	6616.2	4567.9	14144.5	8351.9	201879.0	0.0	34448.6	65695.9	46667.9	181606.0	0.0	127976.0	0.0	23811.1	42012.6	0.0	144612.0	6038.6	0.0	5058.2	68953.9	30890.0	179350.0	207951.0	249754.0	0.0	89260.7	271352.0	0.0	0.0	0.0	149068.0	1907.0	715493.0	4994.6	0.0
ENSMUSG00000031848	30012.6	7430.9	633172.0	244884.0	115008.0	75574.7	46630900.0	14647.9	170117.0	40052200.0	411685.0	0.0	196437.0	569068.0	426816.0	2132670.0	77737.5	1429550.0	1781950.0	1341560.0	1693200.0	837937.0	1152790.0	26347100.0	1087590.0	4446620.0	1380650.0	601427.0	119904.0	266013.0	1394460.0	1446800.0	1007710.0	536424.0	1401790.0	1130180.0	1584030.0	1017040.0	1787150.0	1758720.0
ENSMUSG00000031853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76678.0	0.0	0.0	0.0	0.0	2391.1	88001.3	0.0	3058.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27453.1	0.0	944.9	1150.7	0.0	209256.0	0.0	0.0	0.0	0.0
ENSMUSG00000031858	108330.0	202442.0	421261.0	214413.0	156639.0	223512.0	157441.0	256240.0	259847.0	17905.1	132665.0	539.5	92329.3	26594.1	7510.5	167531.0	399241.0	238791.0	259784.0	191429.0	290856.0	143851.0	296688.0	66075.6	282787.0	324938.0	303515.0	58336.0	347171.0	397254.0	565209.0	183563.0	140897.0	42072.6	87095.2	188448.0	115140.0	219447.0	173986.0	609083.0
ENSMUSG00000031860	1602350.0	761807.0	841119.0	1931.0	408067.0	0.0	0.0	0.0	228510.0	232541.0	409156.0	2917930.0	891014.0	4281310.0	0.0	0.0	0.0	52359.3	12722400.0	3612.8	1013180.0	391779.0	327190.0	1588300.0	1159300.0	2382330.0	949553.0	868603.0	873173.0	14874000.0	0.0	271846.0	2199750.0	2360340.0	856001.0	830576.0	20879000.0	37622.7	0.0	11712.8
ENSMUSG00000031861	0.0	0.0	0.0	0.0	1135.2	495.1	66720.0	0.0	0.0	0.0	0.0	0.0	984.9	0.0	0.0	0.0	0.0	0.0	797.8	0.0	0.0	22182.5	0.0	724.3	0.0	1553.6	27440.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73585.2
ENSMUSG00000031862	207739.0	210988.0	287530.0	4914.7	129073.0	45464.3	6699.1	196847.0	591587.0	392426.0	139818.0	19007.1	18833.6	4941.1	0.0	443856.0	3921.2	12794.6	159024.0	1597.3	207136.0	405085.0	265595.0	170370.0	172079.0	329052.0	185063.0	480536.0	102951.0	263688.0	138283.0	492508.0	2553.9	275611.0	4050.7	50845.4	100020.0	66602.4	144695.0	256032.0
ENSMUSG00000031864	63328.4	1145770.0	345509.0	1231080.0	291257.0	62422.4	1185940.0	15470.5	278442.0	375025.0	536022.0	0.0	376036.0	0.0	0.0	85796.8	1664600.0	209829.0	798518.0	166601.0	2245030.0	679961.0	553112.0	847062.0	214674.0	1647330.0	789425.0	1257150.0	140960.0	8600.1	1382660.0	739054.0	1585350.0	284314.0	822927.0	1026020.0	659111.0	828308.0	1019850.0	509176.0
ENSMUSG00000031865	13546.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8860.1	91961.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	893.7	908.8	0.0	241443.0	100462.0	0.0	33884.5	23126.7	22401.5	0.0	0.0	0.0	79667.4	1757.3	3389.9	0.0	0.0	8662.3	0.0	60623.4	80856.0	24565.3	44946.1
ENSMUSG00000031872	0.0	0.0	1391.9	1777.8	0.0	994.8	0.0	2830.2	1195.6	0.0	0.0	0.0	1386.9	1066.1	0.0	0.0	1408.3	0.0	0.0	3407.1	0.0	1202.9	0.0	2687.9	38073.3	1445.0	0.0	1163.1	1567.9	3145.5	1595.4	4391.5	2814.0	1688.4	2984.2	111725.0	6675.0	0.0	2955.6	2544.1
ENSMUSG00000031876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56394.4	0.0	0.0	0.0	0.0	0.0	0.0	4383.5	185664.0	0.0	3611.8	6990.8	47552.9	10005.6	16138.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000031878	723036.0	4053710.0	1809260.0	3537050.0	2689410.0	2368890.0	2293870.0	1909950.0	3957950.0	1970410.0	2970180.0	6140660.0	3238350.0	6347450.0	7388480.0	4044420.0	7397670.0	2540080.0	3922920.0	3413170.0	3832760.0	1521370.0	1779070.0	1937620.0	2203440.0	1719590.0	52812.3	1776740.0	1281920.0	3960180.0	4313750.0	2364820.0	2873250.0	5295920.0	4549030.0	4399020.0	7542800.0	3571110.0	5595880.0	3002470.0
ENSMUSG00000031879	2260670.0	1996590.0	1433290.0	1314790.0	1676130.0	1664520.0	1411430.0	2601000.0	2254390.0	1736630.0	1631130.0	4602750.0	1882420.0	1510750.0	3448100.0	1970620.0	1448910.0	764037.0	3457260.0	2952450.0	2996450.0	1591700.0	4278970.0	4557140.0	2902730.0	4730010.0	1840460.0	3170840.0	828094.0	2623160.0	1888180.0	3413720.0	2962280.0	3547070.0	3790660.0	2995350.0	5187820.0	5548030.0	5565000.0	4542030.0
ENSMUSG00000031885	30731.2	455755.0	301417.0	271780.0	386157.0	281153.0	1000.6	202433.0	101312.0	213376.0	75097.5	164943.0	2064.2	20276.0	620423.0	171472.0	332531.0	189807.0	29042.1	229030.0	636872.0	430208.0	721351.0	466823.0	88138.8	220955.0	533864.0	98630.0	4616.4	4348.5	430440.0	236170.0	751110.0	12046.0	439453.0	915455.0	629029.0	151376.0	39690.3	450984.0
ENSMUSG00000031887	728789.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5241.9	5120.1	447582.0	0.0	27378.9	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000031889	716473.0	449103.0	405353.0	716421.0	991659.0	483202.0	100849.0	462605.0	342572.0	731348.0	630828.0	469258.0	464020.0	1224330.0	244193.0	380386.0	1383320.0	1086800.0	1260220.0	338477.0	1584530.0	651340.0	1270910.0	871413.0	1540090.0	1841980.0	2109490.0	1617630.0	814386.0	1634410.0	1717560.0	1352550.0	1287050.0	451049.0	1009610.0	1022920.0	532368.0	1782240.0	1699260.0	1964330.0
ENSMUSG00000031893	2365.8	1705.0	69018.5	251492.0	18491.5	0.0	1605.0	1656.4	87031.3	0.0	8228.1	0.0	99771.6	287621.0	1918.9	1610.1	0.0	0.0	10641.9	0.0	288572.0	2344.2	5332.4	7892.2	0.0	8588.3	142144.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58955.8	0.0	0.0	0.0	163627.0
ENSMUSG00000031897	519897.0	601488.0	196958.0	363498.0	821075.0	733423.0	219536.0	4775.2	684104.0	422228.0	157708.0	0.0	360329.0	399905.0	23540.2	1144930.0	6418.3	188188.0	367887.0	457022.0	811178.0	1483790.0	1077670.0	915585.0	1529440.0	274699.0	712355.0	647444.0	280934.0	1133380.0	22750.9	1412380.0	1995330.0	1079350.0	1133780.0	62588.5	1136090.0	971824.0	1431770.0	1478890.0
ENSMUSG00000031898	37167.8	20383.7	224177.0	163047.0	49148.0	66034.2	76130.6	57467.6	391258.0	35673.7	43606.3	32031.9	31486.2	46940.2	90172.2	0.0	12206.2	20996.6	98022.0	61022.7	447778.0	936209.0	394131.0	178889.0	51197.6	63717.3	299558.0	582915.0	11314.4	477118.0	351598.0	158553.0	150219.0	28276.3	24860.0	18518.9	338540.0	226501.0	27918.6	36402.6
ENSMUSG00000031901	246230.0	1055040.0	789594.0	0.0	769652.0	612414.0	122661.0	659593.0	1689750.0	707965.0	868801.0	203588.0	2646350.0	1149450.0	30101.2	954974.0	5442.9	210995.0	778123.0	1468060.0	2245710.0	721870.0	512144.0	1197830.0	168382.0	349263.0	380129.0	982488.0	42882.6	25208.7	288388.0	14304.8	787492.0	2445050.0	660501.0	1063620.0	12705.6	108895.0	375907.0	669565.0
ENSMUSG00000031902	194549.0	391413.0	159508.0	192778.0	45086.8	142481.0	134595.0	11228.4	17843.0	111108.0	43255.7	283214.0	152990.0	159221.0	110679.0	337715.0	3647.0	455270.0	178538.0	121081.0	149258.0	50322.4	124140.0	57378.6	34990.1	123799.0	21092.7	330117.0	264370.0	130598.0	232391.0	36371.3	9715.2	273080.0	77059.8	22090.3	186844.0	143867.0	92669.8	249325.0
ENSMUSG00000031903	1094220.0	116033.0	816655.0	221821.0	928721.0	1739630.0	390154.0	316043.0	356816.0	1166710.0	66296.8	759674.0	495257.0	775354.0	8808.8	684693.0	265780.0	925799.0	2131200.0	989105.0	1502390.0	693154.0	1101790.0	834956.0	1464670.0	1529980.0	1153360.0	1593850.0	1953600.0	193197.0	778348.0	672391.0	703831.0	383544.0	118461.0	1222820.0	2291920.0	960820.0	896708.0	1300040.0
ENSMUSG00000031904	10973.6	5189.8	84185.5	2010.6	8384.8	18610.4	690.4	0.0	0.0	54371.7	0.0	0.0	0.0	5532.9	2467.1	0.0	424995.0	550.1	0.0	0.0	325400.0	284969.0	323215.0	380864.0	29583.5	186004.0	122212.0	70448.3	403159.0	144352.0	727387.0	99707.7	265442.0	84394.7	425695.0	437309.0	348181.0	214206.0	448924.0	184984.0
ENSMUSG00000031906	3785.5	0.0	537.1	0.0	8744.2	685.4	0.0	662.6	7432.2	6528.7	12720.3	775.3	166261.0	728.1	134834.0	0.0	0.0	0.0	63284.5	161174.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10003.5	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000031910	2262.2	5657.6	0.0	5261.5	10432.2	21387.3	84370.0	8752.0	0.0	9417.4	0.0	13179.8	2646.3	52971.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2926.0	0.0	0.2	0.0	0.0	3703.6	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000031913	358770.0	601870.0	205661.0	243751.0	91502.1	639681.0	102495.0	296285.0	359008.0	865469.0	680869.0	1194660.0	1158730.0	87480.3	1039520.0	806653.0	56387.8	477677.0	276604.0	2070430.0	1907650.0	1647500.0	721206.0	1797380.0	1250440.0	1775900.0	785824.0	706521.0	787851.0	63239.8	627971.0	1275020.0	1145650.0	578054.0	1006160.0	1140650.0	851947.0	1392220.0	1483340.0	910822.0
ENSMUSG00000031916	9324.4	3937.7	346691.0	4379.1	12227.7	330838.0	17929.4	21405.2	21520.9	61551.4	8797.0	0.0	16347.5	187764.0	43050.3	53991.0	32584.0	73835.8	0.0	342347.0	0.0	270366.0	176505.0	5519.1	1788.3	798391.0	93853.9	9036.3	0.0	0.0	2136.1	1899.7	4021.8	2131.6	47741.4	0.0	149716.0	68729.5	2124.8	9037.8
ENSMUSG00000031917	908506.0	649015.0	701933.0	906038.0	1160950.0	1121500.0	593869.0	445234.0	1080250.0	962093.0	720021.0	602212.0	743924.0	1045710.0	1075230.0	1230810.0	1227830.0	747765.0	994534.0	1439270.0	1759560.0	1182600.0	1688340.0	1527190.0	1607710.0	1788820.0	1823510.0	1496520.0	1836410.0	1623930.0	2156420.0	1616040.0	1342620.0	1629560.0	1516210.0	1234690.0	1819370.0	1614550.0	1638070.0	1443700.0
